,Year,Name,Episodes,Type
630,1998.0,Sentimental Journey,12,TV
631,1998.0,Shadow Skill: Eigi,26,TV
632,1996.0,Shadow Skill (1996),3,OVA
633,2004.0,Tenbatsu Angel Rabbie☆,1,OVA
634,2001.0,Otogi Story Tenshi no Shippo,12,TV
635,2002.0,Otogi Story Tenshi no Shippo Specials,2,OVA
636,2003.0,Tenshi no Shippo Chu!,11,TV
637,2004.0,To Heart: Remember My Memories,13,TV
638,2006.0,To Heart: Remember My Memories Specials,7,Special
639,2002.0,Tokyo Mew Mew,52,TV
640,2004.0,Uta∽Kata,12,TV
641,2005.0,Uta∽Kata: Shotou no Futanatsu,1,Special
642,1997.0,Kyuuketsuhime Miyu (TV),26,TV
643,1989.0,Yawara!,124,TV
644,1998.0,Dousou Kai,4,OVA
645,2004.0,Burn Up Scramble,12,TV
646,2005.0,Canvas 2: Niji-iro no Sketch,24,TV
647,2001.0,Canvas: Sepia-iro no Motif,2,OVA
648,1995.0,Tenchi Muyou!,26,TV
649,2003.0,Kanon Kazahana,1,Special
651,2005.0,Comic Party Revolution,13,TV
652,2003.0,Comic Party Specials,4,Special
653,2002.0,Patapata Hikousen no Bouken,26,TV
654,2003.0,Mujin Wakusei Survive,52,TV
655,2006.0,Rec,9,TV
657,2005.0,Zoids Genesis,50,TV
659,1985.0,High School! Kimengumi,86,TV
660,1998.0,Yume de Aetara,3,OVA
661,1998.0,Yume de Aetara (TV),16,TV
662,1992.0,Ai no Kusabi,2,OVA
663,2002.0,Princess Tutu,38,TV
664,1997.0,Baby☆Love,1,OVA
666,2004.0,Enzai,2,OVA
667,2000.0,First Kiss Monogatari,1,OVA
668,1991.0,Kingyo Chuuihou!,54,TV
669,1987.0,Hiatari Ryoukou!,48,TV
670,1994.0,Houkago no Shokuinshitsu,2,OVA
671,2003.0,Interstella5555: The 5tory of The 5ecret 5tar 5ystem,1,Music
673,1994.0,Kizuna,2,OVA
674,2001.0,Kizuna: Koi no kara Sawagi,1,OVA
675,1995.0,Keiraku no Houteishiki Level-C,1,OVA
676,2005.0,MÄR,102,TV
677,1993.0,Bishoujo Senshi Sailor Moon R,43,TV
678,2004.0,Sensitive Pornograph,1,OVA
679,1993.0,Umi ga Kikoeru,1,Special
680,1999.0,Trouble Chocolate,20,TV
681,2005.0,Papa to Kiss in the Dark,2,OVA
682,2005.0,Haru wo Daite Ita,2,OVA
683,2003.0,True Love Story,3,OVA
684,2004.0,Nanami-chan,12,TV
685,2006.0,Binchou-tan,12,TV
686,2002.0,Bomberman Jetters,52,TV
687,1994.0,Osakana wa Ami no Naka,1,OVA
688,2003.0,Chijoku Shinsatsushitsu,2,OVA
689,2005.0,Yuki no Joou (TV),36,TV
690,1994.0,Boku no Sexual Harassment,3,OVA
691,2005.0,School Days ONA,1,ONA
696,2003.0,Naruto: Akaki Yotsuba no Clover wo Sagase,1,Special
697,2004.0,Bleach: Memories in the Rain,1,Special
698,1999.0,Zoids,67,TV
699,2001.0,Zoids Shinseiki/Zero,26,TV
700,2004.0,Chou Henshin Cosprayers Specials,3,Special
701,2004.0,Kishin Houkou Demonbane,1,OVA
702,1991.0,Burn Up!,1,OVA
703,1996.0,Burn Up! W,4,OVA
704,2005.0,Pale Cocoon,1,OVA
705,2006.0,Ginyuu Mokushiroku Meine Liebe Wieder,13,TV
706,1999.0,Tenamonya Voyagers,4,OVA
707,2003.0,Nanaka 6/17,12,TV
708,2006.0,Hellsing Ultimate,10,OVA
712,1998.0,Gasaraki,25,TV
713,2000.0,Miami Guns,13,TV
714,1991.0,Otaku no Video,2,OVA
715,2004.0,Pugyuru,13,TV
716,2003.0,Eiken: Eikenbu yori Ai wo Komete,2,OVA
717,2006.0,Shinigami no Ballad.,6,TV
718,2006.0,Ergo Proxy,23,TV
722,1991.0,Oniisama e...,39,TV
724,2001.0,Hanaukyou Maid-tai OVA,3,OVA
725,2006.0,Yomigaeru Sora: Rescue Wings,12,TV
726,2001.0,Kokoro Toshokan,13,TV
727,2000.0,NieA Under 7,13,TV
728,2004.0,Koukaku Kidoutai: Stand Alone Complex 2nd GIG,26,TV
730,1996.0,Bakuretsu Hunters OVA,3,OVA
731,1998.0,Android Ana Maico 2010,24,TV
732,2005.0,I''s Pure,6,OVA
733,2001.0,Chikyuu Shoujo Arjuna,13,TV
734,1989.0,Dragon Ball Z,291,TV
737,1999.0,Nanako Kaitai Shinsho,6,OVA
738,2006.0,Tactical Roar,13,TV
739,1997.0,Sakura Tsuushin,12,OVA
740,2005.0,Boku wa Imouto ni Koi wo Suru,1,OVA
741,1988.0,Ginga Eiyuu Densetsu,110,OVA
742,2002.0,Initial D Battle Stage,1,OVA
743,2001.0,Initial D Extra Stage,2,OVA
744,2001.0,Virgin Night,1,OVA
745,2003.0,Guardian Hearts,6,OVA
746,2005.0,King of Fighters: Another Day,4,ONA
747,2004.0,Uba,2,OVA
748,2001.0,Jinshin Yuugi,2,OVA
749,2004.0,Sexfriend,2,OVA
750,2001.0,Chicchana Yukitsukai Sugar,24,TV
751,2000.0,Ginsoukikou Ordian,24,TV
752,2002.0,Choujuushin Gravion,13,TV
753,2006.0,Bleach: The Sealed Sword Frenzy,1,Special
754,2002.0,Sister Princess: Re Pure,13,TV
755,2001.0,Sister Princess,26,TV
756,2006.0,Kyou no 5 no 2,4,OVA
757,2003.0,Narutaru: Mukuro Naru Hoshi Tama Taru Ko,13,TV
758,1999.0,Samurai Spirits 2: Asura Zanmaden,2,OVA
759,2003.0,Narue no Sekai,12,TV
760,1999.0,Colorful,16,TV
761,1992.0,Ushio to Tora,10,OVA
763,2006.0,Kiba,51,TV
764,2006.0,School Rumble Ni Gakki,26,TV
765,2006.0,Jinki:Extend - Sorekara,1,OVA
766,2006.0,Suzumiya Haruhi no Yuuutsu,14,TV
767,2006.0,Gakuen Heaven,13,TV
768,1992.0,Kyou kara Ore wa!!,10,OVA
769,1995.0,Gokinjo Monogatari,50,TV
770,2006.0,Ouran Koukou Host Club,26,TV
771,2006.0,Soul Link,12,TV
772,2006.0,Strawberry Panic,26,TV
773,2006.0,Utawarerumono,26,TV
774,2006.0,Air Gear,25,TV
775,2005.0,Gunparade Orchestra,24,TV
776,2006.0,Digimon Savers,48,TV
777,2006.0,Makai Senki Disgaea,12,TV
778,2006.0,xxxHOLiC,24,TV
779,2006.0,Joshikousei: Girl's High,12,TV
780,2004.0,Mobile Suit Gundam SEED MSV Astray,2,OVA
781,1987.0,Kikou Senki Dragonar,48,TV
786,1993.0,Dragon Half,2,OVA
787,2004.0,Mahou Shoujo-tai Arusu,40,TV
788,2006.0,.hack//Roots,26,TV
789,2001.0,Digimon Tamers,51,TV
791,1995.0,Street Fighter II V,29,TV
792,2006.0,Nana,47,TV
793,2006.0,Zegapain,26,TV
794,2006.0,Simoun,26,TV
795,2006.0,Aa! Megami-sama!: Sorezore no Tsubasa,22,TV
796,2002.0,Green Green OVA,1,OVA
800,1985.0,Tenshi no Tamago,1,OVA
801,2006.0,Amaenaide yo!! Katsu!!,12,TV
802,2002.0,Megami Kouhosei Special Curriculum,1,OVA
803,2000.0,Megami Kouhosei,12,TV
804,2006.0,Black Lagoon,12,TV
805,1997.0,Yuusha-Ou GaoGaiGar,49,TV
822,2006.0,Princess Princess,12,TV
823,2006.0,Fullmetal Alchemist: Premium Collection,3,OVA
824,2001.0,Geneshaft,13,TV
825,2006.0,Himawari!,13,TV
827,1995.0,Ninkuu,55,TV
828,2005.0,Kakutou Bijin Wulong,25,TV
829,1995.0,Ike! Ina-chuu Takkyuubu,26,TV
830,2005.0,Ginga Densetsu Weed,26,TV
831,2006.0,Tokkou,13,TV
832,1989.0,Riding Bean,1,OVA
833,2006.0,Gintama,201,TV
834,2006.0,Ray The Animation,13,TV
835,2003.0,Nurse Witch Komugi-chan Magikarte Special,1,Special
836,2004.0,Nurse Witch Komugi-chan Magikarte Z,2,OVA
837,1988.0,Transformers: Choujin Master Force,43,TV
838,1987.0,Transformers: The☆Headmasters,35,TV
839,1989.0,Tatakae! Chou Robot Seimeitai Transformers Victory,38,TV
840,2004.0,Transformers Superlink,51,TV
841,2005.0,Transformers Galaxy Force,52,TV
842,1983.0,Seisenshi Dunbine,49,TV
843,1980.0,Densetsu Kyojin Ideon,39,TV
844,2004.0,Ichigeki Sacchuu!! Hoihoi-san,1,OVA
845,2006.0,Dai Mahou Touge,4,OVA
846,2006.0,Higurashi no Naku Koro ni,26,TV
847,2006.0,Witchblade,24,TV
849,1988.0,Appleseed,1,OVA
850,2000.0,Shin Getter Robo tai Neo Getter Robo,4,OVA
851,2006.0,Inukami!,26,TV
852,2006.0,Renkin San-kyuu Magical? Pokaan,12,TV
853,2006.0,Nishi no Yoki Majo: Astraea Testament,13,TV
854,2006.0,Yume Tsukai,12,TV
855,2006.0,The Third: Aoi Hitomi no Shoujo,24,TV
856,1988.0,Top wo Nerae! Gunbuster,6,OVA
858,1990.0,Chibi Maruko-chan,142,TV
859,2001.0,Magical Nyan Nyan Taruto,12,TV
860,2006.0,Jyu Oh Sei,11,TV
861,1976.0,Daikuu Maryuu Gaiking,44,TV
862,2006.0,Saiunkoku Monogatari,39,TV
863,2002.0,HeatGuy J,25,TV
864,2001.0,Shin Chou Kyou Ryo: Condor Hero,26,TV
865,2005.0,Shin Chou Kyou Ryo: Condor Hero II,26,TV
866,1995.0,Virtua Fighter,35,TV
867,2006.0,Aria the Natural,26,TV
868,2000.0,"Love Hina: Motoko no Sentaku, Koi ka Ken... ""Naku na""",1,Special
869,2004.0,Hit wo Nerae!,8,TV
870,2006.0,Yoshinaga-sanchi no Gargoyle,13,TV
0,1998.0,Cowboy Bebop,26,TV
872,1984.0,Hokuto no Ken,109,TV
873,2006.0,Kakutou Bijin Wulong: Rebirth,25,TV
874,2006.0,Tsubasa Chronicle 2nd Season,26,TV
875,1991.0,Yokoyama Mitsuteru Sangokushi,47,TV
876,2003.0,Astro Boy: Tetsuwan Atom,50,TV
877,2002.0,Bible Black Gaiden,2,OVA
878,2006.0,Glass no Kantai: La Legende du Vent de l'Univers,24,TV
880,1998.0,Yokohama Kaidashi Kikou,2,OVA
881,2002.0,Yokohama Kaidashi Kikou: Quiet Country Cafe,2,OVA
882,1996.0,Ginga Teikoku no Metsubou Gaiden: Aoki Ookami-tachi no Densetsu,1,OVA
883,1998.0,Change!! Getter Robo: Sekai Saigo no Hi,13,OVA
885,2002.0,Rikujou Bouei-tai Mao-chan,26,TV
886,2005.0,Ichigo 100% OVA,4,OVA
887,2002.0,Cosplay Complex,3,OVA
888,2004.0,Cosplay Complex: Extra Identification,1,OVA
889,1993.0,Dragon Ball Z: Saiya-jin Zetsumetsu Keikaku,2,OVA
890,1993.0,Dragon Ball Z Special 2: Zetsubou e no Hankou!! Nokosareta Chousenshi - Gohan to Trunks,1,Special
891,1990.0,Dragon Ball Z Special 1: Tatta Hitori no Saishuu Kessen,1,Special
892,1997.0,Dragon Ball GT: Gokuu Gaiden! Yuuki no Akashi wa Suushinchuu,1,Special
893,2005.0,Shinshaku Sengoku Eiyuu Densetsu: Sanada Juu Yuushi The Animation,12,TV
894,2005.0,Shinshaku Sengoku Eiyuu Densetsu: Sanada Juu Yuushi,1,Special
895,2006.0,Kamisama Kazoku,13,TV
896,2001.0,Usagi-chan de Cue!!,3,OVA
897,1999.0,Dual! Parallel Lun-Lun Monogatari,13,TV
898,1999.0,Dual! Parallel Runrun Monogatari Special;,1,Special
899,2006.0,Sin in the Rain,1,OVA
900,2006.0,Tennis no Ouji-sama: Zenkoku Taikai-hen,13,OVA
901,1996.0,Bishoujo Senshi Sailor Moon: Sailor Stars,34,TV
903,1994.0,Blue Seed,26,TV
904,1996.0,Blue Seed 2,3,OVA
905,1978.0,Uchuu Kaizoku Captain Herlock,42,TV
906,2006.0,Tide-Line Blue: Kyoudai,1,Special
907,2004.0,Top wo Nerae 2! Diebuster,6,OVA
908,2005.0,Aa! Megami-sama! (TV) Specials,3,Special
909,2002.0,Kanojo to Kanojo no Neko,1,OVA
910,2001.0,Star Ocean EX,26,TV
912,1993.0,Ranma ½ OVA,6,OVA
913,1994.0,Ranma ½: Yomigaeru Kioku,2,OVA
914,1993.0,Battle Spirits: Ryuuko no Ken,1,OVA
916,1995.0,Ranma ½ Super,3,OVA
917,1998.0,Sexy Commando Gaiden: Sugoi yo!! Masaru-san Specials,2,Special
918,2006.0,Le Chevalier D'Eon,24,TV
919,2003.0,Chicchana Yukitsukai Sugar Specials,2,Special
920,2006.0,Full Metal Panic! The Second Raid: Wari to Hima na Sentaichou no Ichinichi,1,Special
921,1993.0,Gunnm,2,OVA
922,1998.0,Majutsushi Orphen,24,TV
923,1999.0,Majutsushi Orphen: Revenge,23,TV
924,2002.0,Honoo no Mirage,13,TV
925,2004.0,Honoo no Mirage: Minagiwa no Hangyakusha,3,OVA
926,1999.0,Kaikan Phrase,44,TV
927,1998.0,Generator Gawl,12,TV
928,2004.0,Wolf's Rain OVA,4,OVA
929,1999.0,Weiß Kreuz OVA,2,OVA
930,1999.0,Kachou Ouji,13,TV
931,1997.0,Yakumotatsu,2,OVA
932,1998.0,Psychic Force,2,OVA
940,2005.0,Patalliro Saiyuuki!,26,TV
941,1998.0,Kashou no Tsuki: Aki Kyougen,2,OVA
942,2003.0,Saint Beast: Seijuu Kourin-hen,6,TV
943,2002.0,Mizuiro,2,OVA
944,2003.0,Mizuiro (2003),2,OVA
945,1996.0,Mizuiro Jidai,47,TV
946,1992.0,Zetsuai 1989,1,OVA
947,1996.0,Bronze: Zetsuai Since 1989,1,OVA
948,1992.0,Tokyo Babylon,2,OVA
950,1996.0,Elf wo Karu Mono-tachi,12,TV
951,1997.0,Elf wo Karu Mono-tachi II,12,TV
952,1995.0,On Your Mark,1,Music
953,2001.0,The SoulTaker: Tamashii-gari,13,TV
955,2003.0,Bobobo-bo Bo-bobo,76,TV
956,1998.0,Ao no 6-gou,4,OVA
957,1999.0,Tokyo Juushouden,3,OVA
958,2004.0,Tokyo Daigaku Monogatari,2,OVA
959,2003.0,Blame!,6,ONA
960,2001.0,Good Morning Call,1,OVA
961,1999.0,Ippatsu Kiki Musume,16,TV
962,2003.0,Kidou Shinsengumi Moeyo Ken,4,OVA
963,1996.0,Mutant Turtles: Choujin Densetsu-hen,2,OVA
964,1999.0,Oruchuban Ebichu,24,TV
965,1999.0,Nekojiru Gekijou Jirujiru Original,27,TV
966,2001.0,Mazinkaiser,7,OVA
967,1985.0,Touch,101,TV
968,2006.0,Shakugan no Shana-tan,4,Special
969,2006.0,Kishin Houkou Demonbane (TV),12,TV
970,1976.0,Chou Denji Robo Combattler V,54,TV
971,1977.0,Chou Denji Machine Voltes V,40,TV
972,2006.0,Love Get Chu,25,TV
973,2006.0,Memories Off #5 Togireta Film The Animation,1,OVA
974,2002.0,Sweat Punch,5,OVA
975,2005.0,Naruto Narutimate Hero 3: Tsuini Gekitotsu! Jounin vs. Genin!! Musabetsu Dairansen Taikai Kaisai!!,1,OVA
976,2004.0,Netrun-mon the Movie,1,OVA
977,1991.0,Wizardry,1,OVA
979,1995.0,Armitage III,4,OVA
980,2002.0,Sentou Yousei Yukikaze,5,OVA
981,2002.0,Space Pirate Captain Herlock: Outside Legend - The Endless Odyssey,13,OVA
982,2004.0,Hikari to Mizu no Daphne,24,TV
983,2003.0,Human Crossing,13,TV
984,2002.0,I''s,2,OVA
985,2004.0,Interlude,3,OVA
986,2004.0,Kenran Butou Sai: The Mars Daybreak,26,TV
987,1987.0,Kimagure Orange☆Road,48,TV
988,1982.0,Macross,36,TV
993,1988.0,Oishinbo,136,TV
994,2000.0,One Piece: Umi no Heso no Daibouken-hen,1,Special
997,2003.0,Lime-iro Senkitan,13,TV
998,2001.0,Samurai Girl Real Bout High School,13,TV
999,2004.0,Shadow Skill: Kurudaryuu Kousatsuhou no Himitsu,1,OVA
1000,1996.0,Soreyuke! Uchuu Senkan Yamamoto Yohko,3,OVA
1002,2002.0,Urda,5,ONA
1003,2003.0,Shinkon Gattai Godannar!!,13,TV
1004,2004.0,Shinkon Gattai Godannar!! 2nd Season,13,TV
1005,2002.0,Digital Juice,6,OVA
1008,1999.0,Senkaiden Houshin Engi,26,TV
1009,2004.0,Monster Extra: Hottan,1,Special
1010,2004.0,Mermaid Melody Pichi Pichi Pitch Pure,39,TV
1011,2002.0,Vandread: Gekitou-hen,1,OVA
1012,2001.0,Vandread: Taidou-hen,1,OVA
1013,2003.0,One: Kagayaku Kisetsu e - True Stories,3,OVA
1014,1992.0,Handsome Girl,1,OVA
1022,2005.0,Bouken Ou Beet Excellion,25,TV
1023,2000.0,Seikai no Danshou: Tanjou,1,Special
1024,2001.0,Figure 17: Tsubasa & Hikaru,13,TV
1025,2002.0,UFO Princess Valkyrie,12,TV
1026,2003.0,UFO Princess Valkyrie 2: Juunigatsu no Yasoukyoku,12,TV
1027,2003.0,UFO Princess Valkyrie: Shichiten Battou Hanayome Shuugyou,1,Special
1029,2002.0,Digimon Frontier,50,TV
1030,2002.0,Tenchi Muyou! GXP,26,TV
1031,2005.0,Munto: Toki no Kabe wo Koete,1,OVA
1032,1999.0,Betterman,26,TV
1033,2000.0,Mushrambo,32,TV
1034,1999.0,Medarot,52,TV
1035,1998.0,Monkey Magic,13,TV
1038,2006.0,Hachimitsu to Clover II,12,TV
1039,2003.0,.hack//Intermezzo,1,Special
1041,2001.0,Kaze no Youjinbou,25,TV
1042,1993.0,Tenchi Muyou! Ryououki: Omatsuri Zenjitsu no Yoru!,1,OVA
1043,2005.0,Tenchi Muyou! Ryououki 3rd Season: Tenchi Seirou naredo Namitakashi?,1,OVA
1044,1991.0,Teito Monogatari,4,OVA
1045,2004.0,Choujuushin Gravion Zwei,12,TV
1046,1996.0,Legend of Crystania,3,OVA
1047,1988.0,Dominion,4,OVA
1048,1993.0,New Dominion Tank Police,6,OVA
1049,1988.0,Crying Freeman,6,OVA
1051,1999.0,Melty Lancer,6,OVA
1052,2001.0,I: Wish You Were Here,4,TV
1053,2001.0,Final Fantasy: Unlimited,25,TV
1054,1998.0,Geobreeders: File-X Chibi Neko Dakkan,3,OVA
1055,2000.0,Geobreeders 2: Mouryou Yuugekitai File-XX Ransen Toppa,4,OVA
1057,1997.0,Maze☆Bakunetsu Jikuu (TV),25,TV
1058,1996.0,Maze☆Bakunetsu Jikuu,2,OVA
1059,1998.0,Neo Ranga,48,TV
1060,2001.0,Mahou Senshi Louie,24,TV
1061,1997.0,Sakura Taisen: Ouka Kenran,4,OVA
1062,1999.0,Sakura Taisen: Gouka Kenran,6,OVA
1063,2004.0,Samurai Gun,12,TV
1064,1994.0,Musekinin Kanchou Tylor OVA,10,OVA
1065,1992.0,Green Legend Ran,3,OVA
1066,1996.0,Slayers Special,3,OVA
1067,1998.0,Slayers Excellent,3,OVA
1068,1997.0,Slayers Try,26,TV
1069,2003.0,Munto,1,OVA
1070,1994.0,Metal Fighter Miku,13,TV
1071,1993.0,Unkai no Meikyuu Zeguy,2,OVA
1072,2001.0,Alien 9,4,OVA
1073,1991.0,Detonator Orgun,3,OVA
1074,2001.0,Gakuen Senki Muryou,26,TV
1075,1997.0,Hyper Police,25,TV
1076,1995.0,Hikyou Tanken Fam & Ihrlie,4,OVA
1077,1996.0,Shamanic Princess,6,OVA
1078,1996.0,Variable Geo,3,OVA
1079,1998.0,Lost Universe,26,TV
1080,1997.0,Battle Athletess Daiundoukai,6,OVA
1081,1997.0,Battle Athletess Daiundoukai (TV),26,TV
1082,1995.0,DNA² OVA,3,OVA
1083,1998.0,Momoiro Sisters,24,TV
1084,1999.0,Eden's Bowy,26,TV
1085,2003.0,Tennis no Ouji-sama: Sonzoku Yama no Hi,1,OVA
1086,1997.0,Saber Marionette J Again,6,OVA
1088,2005.0,Happy Seven: The TV Manga,13,TV
1089,2006.0,Coyote Ragtime Show,12,TV
1090,2006.0,Zero no Tsukaima,13,TV
1091,2005.0,Masuda Kousuke Gekijou Gag Manga Biyori,12,TV
1092,2006.0,Tsuyokiss,12,TV
0,1998.0,Cowboy Bebop,26,TV
1094,2006.0,Gun-dou Musashi,26,TV
1095,2006.0,Ar Tonelico: Sekai no Owari de Utai Tsuzukeru Shoujo,1,OVA
1098,2003.0,Aru Tabibito no Nikki,6,ONA
1103,2006.0,NHK ni Youkoso!,24,TV
1105,2006.0,Oban Star-Racers,26,TV
1106,2006.0,Binbou Shimai Monogatari,10,TV
1107,2006.0,Mobile Suit Gundam SEED C.E.73: Stargazer,3,ONA
1108,1994.0,Boku wa Konomama Kaeranai,1,OVA
1109,1996.0,Seikimatsu★Darling,1,OVA
1110,2006.0,Tonagura!,13,TV
1111,2006.0,Chocotto Sister,24,TV
1112,2006.0,Hoshizora Kiseki,1,ONA
1113,2006.0,Demashita! Powerpuff Girls Z,52,TV
1114,2006.0,Bokura ga Ita,26,TV
1115,2005.0,Ame to Shoujo to Watashi no Tegami,1,ONA
1116,2002.0,Aquarian Age: Sign for Evolution,13,TV
1117,1995.0,3x3 Eyes: Seima Densetsu,3,OVA
1118,1999.0,Seihou Tenshi Angel Links,13,TV
1119,1989.0,Shuten Douji,4,OVA
1120,1999.0,Chivas 1-2-3,2,OVA
1121,2006.0,Innocent Venus,12,TV
1122,1998.0,Saber Marionette J to X,26,TV
1123,1995.0,Saber Marionette R,3,OVA
1124,1994.0,Aozora Shoujo-tai,7,OVA
1125,2003.0,Hand Maid Mai,1,OVA
1126,2005.0,I''s Pure Bonus,5,Special
1127,1978.0,SF Saiyuuki Starzinger,73,TV
1128,2003.0,One Piece: Oounabara ni Hirake! Dekkai Dekkai Chichi no Yume!,1,Special
1129,2003.0,One Piece: Mamore! Saigo no Dai Butai,1,Special
1130,1995.0,Bishoujo Senshi Sailor Moon SuperS,39,TV
1132,2005.0,Mobile Suit Gundam SEED Destiny Final Plus: The Chosen Future,1,OVA
1133,2006.0,Night Head Genesis,24,TV
1134,1990.0,Ankoku Shindenshou Takegami,3,OVA
1135,1998.0,Shihaisha no Tasogare,1,OVA
1136,2004.0,Yuugo: Koushounin,13,TV
1137,2006.0,Project BLUE Chikyuu SOS,6,TV
1138,2001.0,Zone of the Enders: 2167 Idolo,1,OVA
1139,2001.0,"Zone of the Enders: Dolores, I",26,TV
1140,2005.0,Erementar Gerad,26,TV
1141,1990.0,Fushigi no Umi no Nadia,39,TV
1143,2005.0,Saint Seiya: Meiou Hades Meikai-hen,12,OVA
1144,1986.0,Saint Seiya,114,TV
1147,2002.0,Saint Seiya: Meiou Hades Juuni Kyuu-hen,13,OVA
1151,1990.0,Kyattou Ninden Teyandee,54,TV
1152,1992.0,Macross II: Lovers Again,6,OVA
1153,2003.0,Suika,3,OVA
1154,1988.0,Yoroiden Samurai Troopers,39,TV
1155,1989.0,Yoroiden Samurai Troopers Gaiden,2,OVA
1156,1989.0,Yoroiden Samurai Troopers Kikoutei Densetsu,4,OVA
1157,1991.0,Yoroiden Samurai Troopers Message,5,OVA
1158,2003.0,Aquarian Age: Saga II - Don't Forget Me...,1,OVA
1159,1995.0,Bio Hunter,1,OVA
1160,1987.0,Black Magic M-66,1,OVA
1161,1998.0,Kyoukasho ni Nai!,2,OVA
1162,1992.0,Injuu Gakuen La Blue Girl,6,OVA
1163,2001.0,Injuu Gakuen La☆Blue Girl: Fukkatsu-hen,4,OVA
1164,1996.0,Injuu Gakuen EX,4,OVA
1165,1996.0,Can Can Bunny Extra,6,OVA
1166,1989.0,Ys,7,OVA
1167,1992.0,Ys: Tenkuu no Shinden - Adol Christine no Bouken,4,OVA
1168,1995.0,Bishoujo Senshi Sailor Moon SuperS Gaiden: Ami-chan no Hatsukoi,1,Special
1169,1982.0,Taiyou no Ko Esteban,39,TV
1170,1990.0,Mamono Hunter Youko,6,OVA
1171,2000.0,Gakkou no Kaidan,19,TV
1172,1997.0,Choujuu Densetsu Gestalt,2,OVA
1173,1996.0,Houma Hunter Lime,3,OVA
1174,1986.0,Soukihei MD Geist,1,OVA
1175,1996.0,MD Geist II: Death Force,1,OVA
1177,1988.0,Kidou Keisatsu Patlabor,7,OVA
1178,1990.0,Kidou Keisatsu Patlabor: New OVA,16,OVA
1180,2007.0,Afro Samurai,5,TV
1181,1981.0,Urusei Yatsura,195,TV
1182,1990.0,A-Ko The Versus,2,OVA
1183,1987.0,Project A-Ko 2: Daitokuji Zaibatsu no Inbou,1,OVA
1184,1988.0,Project A-Ko 3: Cinderella Rhapsody,1,OVA
1185,1989.0,Project A-Ko 4: Final,1,OVA
1186,2006.0,Flag,13,ONA
1187,1999.0,Omishi Mahou Gekijou: Risky★Safety,24,TV
1190,2003.0,The Animatrix,9,OVA
1191,2003.0,Chobits Recap,1,Special
1192,1999.0,Chikyuu Bouei Kigyou Dai-Guard,26,TV
1193,2000.0,Digimon Adventure 02,50,TV
1194,1998.0,DT Eightron,26,TV
1195,2005.0,Idaten Jump,52,TV
1196,2004.0,Eyeshield 21: Maboroshi no Golden Bowl,1,Special
1197,1989.0,Earthian,4,OVA
1198,1996.0,Hamelin no Violin Hiki,25,TV
1199,1993.0,Aoki Densetsu Shoot!,58,TV
1200,1988.0,One Pound Gospel,1,OVA
1202,1994.0,Dragon Pink,3,OVA
1203,1995.0,Elf no Wakaokusama,2,OVA
1204,1984.0,Fushigi na Koala Blinky,26,TV
1205,2002.0,Koukaku Kidoutai: Stand Alone Complex - Tachikoma na Hibi,26,Special
1206,1991.0,Kyoushoku Soukou Guyver II,6,OVA
1207,1973.0,Dororon Enma-kun,25,TV
1208,1995.0,Shin Megami Tensei: Tokyo Mokushiroku,2,OVA
1209,1995.0,Cool Devices,11,OVA
1210,1991.0,Yami no Shihosha Judge,1,OVA
1211,1986.0,Violence Jack: Harlem Bomber-hen,1,OVA
1212,1988.0,Violence Jack: Jigoku Gai-hen,1,OVA
1213,1990.0,Violence Jack: Hell's Wind-hen,1,OVA
1214,1993.0,Eightman After,4,OVA
1215,1991.0,Soujuu Senshi Psychic Wars,1,OVA
1216,1990.0,AD Police,3,OVA
1217,1987.0,Bubblegum Crisis,8,OVA
1218,1991.0,Bubblegum Crash,3,OVA
1219,1999.0,A.D. Police (TV),12,TV
1220,2003.0,Parasite Dolls,3,OVA
1221,1989.0,Angel Cop,6,OVA
1222,1990.0,Cyber City Oedo 808,3,OVA
1223,2002.0,The Urotsuki,3,OVA
1224,1991.0,Makyuu Senjou,2,OVA
1225,1987.0,Hokuto no Ken 2,43,TV
1226,2003.0,Shin Hokuto no Ken,3,OVA
1228,2003.0,Nikutai Ten'i,2,OVA
1229,2004.0,Makai Tenshi Djibril,4,OVA
1237,2006.0,Detective Conan OVA 06: Follow the Vanished Diamond! Conan & Heiji vs. Kid!,1,OVA
1238,2000.0,Detective Conan OVA 01: Conan vs. Kid vs. Yaiba,1,OVA
1240,2004.0,Hi no Tori,13,TV
1241,1996.0,Taiho Shichau zo (TV),47,TV
1242,2003.0,Black Jack Specials: Inochi wo Meguru Yottsu no Kiseki,4,Special
1243,2005.0,Kyoushoku Soukou Guyver (2005),26,TV
1244,1990.0,Watashi no Ashinaga Ojisan,40,TV
1245,2004.0,Ojamajo Doremi Na-i-sho,13,OVA
1246,2004.0,Uchuu Koukyoushi Maetel: Ginga Tetsudou 999 Gaiden,13,TV
1250,2000.0,Seikai no Monshou Special,1,Special
1251,2000.0,Yuusha-Ou GaoGaiGar Final,8,OVA
1252,1995.0,Yuuwaku Countdown,6,OVA
1253,1988.0,Kyuuketsuhime Miyu,4,OVA
1254,2002.0,Kurohime: Shikkoku no Yakata,2,OVA
1255,2002.0,Blood Royale,2,OVA
1256,2000.0,Yakin Byoutou,10,OVA
1257,2004.0,Yakin Byoutou Ni,5,OVA
1258,2005.0,Yakin Byoutou San,3,OVA
1259,1996.0,Parade Parade,2,OVA
